algorithm,pop_condition,n_players,n_rounds,n_cats,opponent_type,society_pop_sum,agent_final_pop,agent_percentile,agent_won
DQN,equal,15,20,1,cabstwocats,1178.5367503850457,28.099250104864925,0.13333333333333333,0
UCB,equal,15,20,1,randoms,647.2526360634087,196.79184718016498,0.9333333333333333,0
UCB,equal,15,20,1,randoms,651.1943105658424,194.3561840328348,0.9333333333333333,0
UCB,equal,15,20,1,randoms,650.7453035136962,198.78693212976975,0.9333333333333333,0
UCB,equal,15,20,1,randoms,654.2482612501034,177.74852339352802,0.9333333333333333,0
UCB,equal,15,20,1,randoms,635.6224923321988,164.3924708809589,0.9333333333333333,0
EEE,equal,5,40,2,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
EEE,equal,5,40,2,cabstwocats,519.6476063471827,211.50648193358995,1.0,1
EEE,equal,5,40,2,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
EEE,equal,5,40,2,cabstwocats,272.9240795717921,4.265685027426969e-15,0.2,0
EEE,equal,5,40,2,cabstwocats,283.64958272667644,1.8301332671555315e-15,0.2,0
R-UCB,equal,10,20,1,mixture,608.3418203021141,4.440892098500626e-16,0.2,0
R-UCB,equal,10,20,1,mixture,1086.421789560714,106.0330542038447,0.6,0
R-UCB,equal,10,20,1,mixture,934.3617008426055,80.82296663306794,0.5,0
R-UCB,equal,10,20,1,mixture,1213.4835657572323,94.59495238416038,0.2,0
R-UCB,equal,10,20,1,mixture,1008.4609430765215,187.0355579376882,1.0,1
UCB,equal,15,30,1,randoms,523.550864322131,166.86387112672895,0.9333333333333333,0
UCB,equal,15,30,1,randoms,539.6268675143778,183.54323983811136,0.9333333333333333,0
UCB,equal,15,30,1,randoms,551.9412590315771,184.26878212030897,0.9333333333333333,0
UCB,equal,15,30,1,randoms,536.4693320400876,197.25968329109196,0.9333333333333333,0
UCB,equal,15,30,1,randoms,545.4480239847015,204.11324565585713,0.9333333333333333,0
DQN,equal,15,30,1,cabstwocats,1054.3427276188352,75.36416242846106,0.9333333333333333,0
DQN,equal,15,30,1,cabstwocats,1050.9506355456076,70.4581069397243,0.13333333333333333,0
DQN,equal,15,30,1,cabstwocats,1077.626632641328,11.303046909414139,0.13333333333333333,0
DQN,equal,15,30,1,cabstwocats,1064.9681151889688,53.369869005005164,0.13333333333333333,0
DQN,equal,15,30,1,cabstwocats,1109.5505600824217,73.97003733882812,1.0,1
R-UCB,equal,20,30,0,randoms,461.277351798015,325.48593846097106,1.0,1
R-UCB,equal,20,30,0,randoms,489.2396811641117,334.3680058096701,1.0,1
R-UCB,equal,20,30,0,randoms,515.2575571269076,357.2751907748473,1.0,1
R-UCB,equal,20,30,0,randoms,492.3494243512721,338.55735844492045,1.0,1
R-UCB,equal,20,30,0,randoms,497.302248389429,362.74242911325865,1.0,1
UCB,equal,10,10,2,cabsnocat,1135.3729435504838,81.84308738531662,0.2,0
UCB,equal,10,10,2,cabsnocat,1331.607561222639,96.61443689321695,0.3,0
UCB,equal,10,10,2,cabsnocat,1214.3921972474388,35.34210093748988,0.2,0
UCB,equal,10,10,2,cabsnocat,1164.0354379339403,88.39005313986378,0.2,0
UCB,equal,10,10,2,cabsnocat,1101.8419067858717,36.2553839045185,0.2,0
SW-UCB,equal,10,10,0,banditsociety,1001.7220275849666,88.959674992131,0.1,0
SW-UCB,equal,10,10,0,banditsociety,961.3959949256529,99.22858284335629,0.7,0
SW-UCB,equal,10,10,0,banditsociety,979.1979435093391,119.4816201174492,1.0,1
SW-UCB,equal,10,10,0,banditsociety,978.1280240890712,113.07850537893904,0.9,0
SW-UCB,equal,10,10,0,banditsociety,969.7859215595815,104.3133992027989,0.8,0
EXP4,equal,5,20,2,banditsociety,332.72981861399876,9.325873406851315e-15,0.2,0
EXP4,equal,5,20,2,banditsociety,323.5850748027245,2.886579864025407e-15,0.2,0
EXP4,equal,5,20,2,banditsociety,334.2928639936016,1.7763568394002505e-15,0.2,0
EXP4,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
EXP4,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
R-UCB,equal,20,20,0,randoms,700.7197242688533,297.98189083171457,1.0,1
R-UCB,equal,20,20,0,randoms,650.8559812647957,289.9039670473216,1.0,1
R-UCB,equal,20,20,0,randoms,659.2483435759905,327.3904694945766,1.0,1
R-UCB,equal,20,20,0,randoms,612.0243998274225,281.00678647427105,1.0,1
R-UCB,equal,20,20,0,randoms,680.1244340061057,285.40617268430367,1.0,1
R-UCB,equal,15,40,0,banditsociety,1613.7726637086673,115.31135170756428,0.5333333333333333,0
R-UCB,equal,15,40,0,banditsociety,2734.4533411788548,84.27761553572772,0.5333333333333333,0
R-UCB,equal,15,40,0,banditsociety,1530.874675905957,78.45276274776909,0.2,0
R-UCB,equal,15,40,0,banditsociety,1505.413805024842,65.58880219255593,0.2,0
R-UCB,equal,15,40,0,banditsociety,1652.2840610634328,80.7798016644212,0.2,0
EEE,equal,15,10,2,cabstwocats,1191.2868034967955,94.98254840147092,0.9333333333333333,0
EEE,equal,15,10,2,cabstwocats,1339.5396302700583,22.94051784214822,0.06666666666666667,0
EEE,equal,15,10,2,cabstwocats,1267.8960630697968,3.552713678800501e-15,0.06666666666666667,0
EEE,equal,15,10,2,cabstwocats,1271.672234716829,0.0,0.06666666666666667,0
EEE,equal,15,10,2,cabstwocats,1271.5972082355397,87.06732554679816,0.26666666666666666,0
EXP4,equal,5,30,2,banditsociety,314.6484238214863,0.25114446578950644,0.2,0
EXP4,equal,5,30,2,banditsociety,369.8501866941406,73.97003733882812,1.0,1
EXP4,equal,5,30,2,banditsociety,250.07050952032284,0.06597000565568287,0.2,0
EXP4,equal,5,30,2,banditsociety,216.22774062599967,0.0,0.2,0
EXP4,equal,5,30,2,banditsociety,294.1415705470615,0.0,0.2,0
D-UCB,equal,5,10,0,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,0,banditsociety,459.78694095005227,97.62661195714934,1.0,1
D-UCB,equal,5,10,0,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,0,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,0,banditsociety,452.19103750440246,90.4382075008805,1.0,1
AlegAATr,equal,20,30,0,banditsociety,3182.0040158152506,131.99431195286937,0.2,0
AlegAATr,equal,20,30,0,banditsociety,3060.8542905038707,105.07030714348528,0.05,0
AlegAATr,equal,20,30,0,banditsociety,2818.0089570959954,85.08004950552714,0.05,0
AlegAATr,equal,20,30,0,banditsociety,2922.3017654079304,59.07538789505422,0.05,0
AlegAATr,equal,20,30,0,banditsociety,3006.746127510966,127.16812048099749,0.35,0
DQN,equal,5,40,2,banditsociety,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,2,banditsociety,286.0905093150494,2.2083029849184754e-15,0.2,0
DQN,equal,5,40,2,banditsociety,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,2,banditsociety,271.3447312171045,5.204170427930421e-15,0.2,0
DQN,equal,5,40,2,banditsociety,334.48587928484073,66.89717585696815,1.0,1
AlegAATr,equal,20,20,0,banditsociety,2424.5924750758745,93.70290366211623,0.1,0
AlegAATr,equal,20,20,0,banditsociety,2361.182056780392,101.1282223793719,0.3,0
AlegAATr,equal,20,20,0,banditsociety,2388.8566259178183,119.55941018682093,0.6,0
AlegAATr,equal,20,20,0,banditsociety,2331.451138102214,98.63951146962496,0.15,0
AlegAATr,equal,20,20,0,banditsociety,2360.3033703484048,159.51626540905104,0.95,0
SW-UCB,equal,5,10,2,cabsnocat,380.5925793854151,130.2750292198142,1.0,1
SW-UCB,equal,5,10,2,cabsnocat,452.890876972589,104.55872649943332,0.6,0
SW-UCB,equal,5,10,2,cabsnocat,352.5598464016899,111.41996620971192,0.6,0
SW-UCB,equal,5,10,2,cabsnocat,320.8228575139385,114.31047163338786,1.0,1
SW-UCB,equal,5,10,2,cabsnocat,352.9375223791849,105.48066476932803,0.6,0
UCB,equal,10,40,1,cabstwocats,665.5451471405011,65.82105173796013,0.4,0
UCB,equal,10,40,1,cabstwocats,624.1568155435809,57.06738683124487,0.2,0
UCB,equal,10,40,1,cabstwocats,624.1568155435809,57.06738683124487,0.2,0
UCB,equal,10,40,1,cabstwocats,624.1568155435809,57.06738683124487,0.2,0
UCB,equal,10,40,1,cabstwocats,664.5234559865758,68.77215249344084,0.9,0
R-UCB,equal,20,10,0,selfplay,2016.6637046128526,72.57658710981799,0.15,0
R-UCB,equal,20,10,0,selfplay,2020.329028711059,73.76786760196312,0.2,0
R-UCB,equal,20,10,0,selfplay,2020.9449961924051,73.7905129979669,0.2,0
R-UCB,equal,20,10,0,selfplay,2027.5173964854637,86.26714942996828,0.45,0
R-UCB,equal,20,10,0,selfplay,2016.8679092749103,72.56288882665379,0.15,0
R-UCB,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
R-UCB,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
R-UCB,equal,5,10,1,banditsociety,387.75325620013723,107.69778723053705,1.0,1
R-UCB,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
R-UCB,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
EXP4,equal,20,40,2,mixture,4257.678688557344,0.001757860234827083,0.25,0
EXP4,equal,20,40,2,mixture,596.5008878168925,0.003665651068391876,0.45,0
EXP4,equal,20,40,2,mixture,6514.506760201596,59.508937479496105,0.35,0
EXP4,equal,20,40,2,mixture,6285.151576237515,0.00017833171380003156,0.1,0
EXP4,equal,20,40,2,mixture,3958.3383094168216,0.17949581018698943,0.45,0
D-UCB,equal,15,40,1,selfplay,900.7137192136157,117.09109034937244,0.7333333333333333,0
D-UCB,equal,15,40,1,selfplay,655.6861853210531,0.40417082276388294,0.13333333333333333,0
D-UCB,equal,15,40,1,selfplay,705.871782038027,0.48885548924068783,0.2,0
D-UCB,equal,15,40,1,selfplay,652.5766283418391,0.41536223545815365,0.13333333333333333,0
D-UCB,equal,15,40,1,selfplay,634.1467913482286,0.34114851235096033,0.13333333333333333,0
R-UCB,equal,15,30,0,cabsrandomparams,2413.0426234598526,143.31854518788765,0.4,0
R-UCB,equal,15,30,0,cabsrandomparams,2583.4417435808723,105.90399855094276,0.4,0
R-UCB,equal,15,30,0,cabsrandomparams,2575.3897971016017,157.28281275773546,0.6666666666666666,0
R-UCB,equal,15,30,0,cabsrandomparams,2586.934734276436,79.64100968966073,0.26666666666666666,0
R-UCB,equal,15,30,0,cabsrandomparams,2328.705383326193,148.8859425234767,0.4666666666666667,0
EXP4,equal,10,10,2,cabsrandomparams,615.4837494505952,1.203383450756169,0.4,0
EXP4,equal,10,10,2,cabsrandomparams,607.5777945568765,5.329070518200751e-15,0.3,0
EXP4,equal,10,10,2,cabsrandomparams,1028.8079059815298,93.5117208422516,0.3,0
EXP4,equal,10,10,2,cabsrandomparams,816.7810135799559,101.09374059264236,0.7,0
EXP4,equal,10,10,2,cabsrandomparams,950.4918115399134,103.53155944264537,0.9,0
SW-UCB,equal,15,40,1,randoms,465.2590738380271,190.19505363232554,0.9333333333333333,0
SW-UCB,equal,15,40,1,randoms,480.3067639871949,190.47024562197092,0.9333333333333333,0
SW-UCB,equal,15,40,1,randoms,493.97725902907507,191.9438026005238,0.9333333333333333,0
SW-UCB,equal,15,40,1,randoms,464.8408426281677,186.42341197718306,0.9333333333333333,0
SW-UCB,equal,15,40,1,randoms,491.04750478375433,190.000664814499,0.9333333333333333,0
R-UCB,equal,15,20,0,cabsrandomparams,1713.12506595764,108.10778416525932,0.3333333333333333,0
R-UCB,equal,15,20,0,cabsrandomparams,2377.0680596426228,111.24116632069097,0.3333333333333333,0
R-UCB,equal,15,20,0,cabsrandomparams,2481.327154463108,75.24263242801327,0.06666666666666667,0
R-UCB,equal,15,20,0,cabsrandomparams,1819.9295794037089,116.54997700477394,0.6,0
R-UCB,equal,15,20,0,cabsrandomparams,1819.7240899047226,95.78832114302743,0.2,0
R-UCB,equal,20,40,2,randoms,670.7072775348223,194.69952855042644,0.9,0
R-UCB,equal,20,40,2,randoms,683.5693636098858,196.4267294903324,0.9,0
R-UCB,equal,20,40,2,randoms,694.5742866546724,179.66426636976223,0.9,0
R-UCB,equal,20,40,2,randoms,693.2028845210123,192.8008183775295,0.9,0
R-UCB,equal,20,40,2,randoms,660.6788931542483,190.24191890328424,0.9,0
R-UCB,equal,15,20,2,banditsociety,1511.7796573665992,108.63865449103248,0.6,0
R-UCB,equal,15,20,2,banditsociety,1658.278350252844,121.75642268205674,0.7333333333333333,0
R-UCB,equal,15,20,2,banditsociety,1540.5234513045034,116.0601850820894,0.6666666666666666,0
R-UCB,equal,15,20,2,banditsociety,1403.113218813101,57.87588006339132,0.06666666666666667,0
R-UCB,equal,15,20,2,banditsociety,1574.676434972403,94.8004307792099,0.4,0
EXP4,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
EXP4,equal,5,40,0,banditsociety,340.09643374253085,49.19363421784333,0.2,0
EXP4,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
EXP4,equal,5,40,0,banditsociety,334.9547092928781,66.88871636159239,0.8,0
EXP4,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,15,30,2,banditsociety,1488.4293208080103,111.11087363452059,0.6666666666666666,0
R-UCB,equal,15,30,2,banditsociety,1798.7238783413734,126.3222171647798,0.7333333333333333,0
R-UCB,equal,15,30,2,banditsociety,1707.4295477612445,140.04783978753653,0.7333333333333333,0
R-UCB,equal,15,30,2,banditsociety,1467.5108885457735,99.59759776984454,0.6666666666666666,0
R-UCB,equal,15,30,2,banditsociety,1426.0854594212838,78.21650921768617,0.13333333333333333,0
D-UCB,equal,15,10,1,cabstwocats,1302.7536522451064,77.76910023465443,0.13333333333333333,0
D-UCB,equal,15,10,1,cabstwocats,1304.8129943478223,77.71846697049024,0.13333333333333333,0
D-UCB,equal,15,10,1,cabstwocats,1349.6324009641803,85.14872791786554,0.2,0
D-UCB,equal,15,10,1,cabstwocats,1355.4474321726486,101.03965539907817,1.0,1
D-UCB,equal,15,10,1,cabstwocats,1303.831883296952,80.46356748178432,0.13333333333333333,0
D-UCB,equal,15,20,1,banditsociety,1223.546185228029,96.05756923216306,0.7333333333333333,0
D-UCB,equal,15,20,1,banditsociety,1504.942462130653,117.59876895833243,0.9333333333333333,0
D-UCB,equal,15,20,1,banditsociety,1600.6177157511097,99.73605239762342,0.3333333333333333,0
D-UCB,equal,15,20,1,banditsociety,1445.5501099104176,109.81471516902958,0.6666666666666666,0
D-UCB,equal,15,20,1,banditsociety,1625.1257556584121,81.56538742127204,0.06666666666666667,0
EEE,equal,5,30,0,cabstwocats,370.36858485902314,72.42665698617262,0.2,0
EEE,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
EEE,equal,5,30,0,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
EEE,equal,5,30,0,cabstwocats,370.36858485902314,72.42665698617262,0.2,0
EEE,equal,5,30,0,cabstwocats,371.37838097135244,69.42837812294518,0.2,0
EEE,equal,15,30,2,randoms,303.9931137987889,296.6978782739481,1.0,1
EEE,equal,15,30,2,randoms,206.62872410738294,1.51062176128716,0.8666666666666667,0
EEE,equal,15,30,2,randoms,649.6330080875207,145.44790990814255,0.8666666666666667,0
EEE,equal,15,30,2,randoms,115.78567179788887,0.22001954042024086,0.7333333333333333,0
EEE,equal,15,30,2,randoms,287.5114756451354,278.49339974867615,1.0,1
D-UCB,equal,10,40,1,cabsonecat,6094.324260217205,22.635226757750516,0.2,0
D-UCB,equal,10,40,1,cabsonecat,5766.064622502899,0.06604110951580806,0.2,0
D-UCB,equal,10,40,1,cabsonecat,4387.763000174412,0.09816344675648252,0.1,0
D-UCB,equal,10,40,1,cabsonecat,7471.8100689270605,24.969147914765475,0.1,0
D-UCB,equal,10,40,1,cabsonecat,3071.0797727642266,78.94163759421828,0.2,0
D-UCB,equal,20,10,2,cabsnocat,2778.7800385491714,94.2825095020524,0.1,0
D-UCB,equal,20,10,2,cabsnocat,2377.9905651834224,120.37775361614842,0.3,0
D-UCB,equal,20,10,2,cabsnocat,2654.0482790046976,92.55350453203988,0.1,0
D-UCB,equal,20,10,2,cabsnocat,2780.702135853194,126.65086794052071,0.4,0
D-UCB,equal,20,10,2,cabsnocat,2559.6541321858376,149.3289236709587,0.65,0
D-UCB,equal,15,30,1,banditsociety,1787.2516584291284,118.03259376932971,0.6,0
D-UCB,equal,15,30,1,banditsociety,2035.2422322573036,164.87983453241196,0.8,0
D-UCB,equal,15,30,1,banditsociety,2014.1826451845195,154.29114567493784,0.8,0
D-UCB,equal,15,30,1,banditsociety,1652.6648040370296,101.40814338606656,0.4,0
D-UCB,equal,15,30,1,banditsociety,1865.4134986708536,129.10877152650414,0.5333333333333333,0
EEE,equal,5,20,0,cabstwocats,414.12633816661594,65.8906679476427,0.2,0
EEE,equal,5,20,0,cabstwocats,419.6150451908632,46.34307046992969,0.2,0
EEE,equal,5,20,0,cabstwocats,409.526675830475,80.08413588420002,0.2,0
EEE,equal,5,20,0,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,5,20,0,cabstwocats,409.526675830475,80.08413588420002,0.2,0
SW-UCB,equal,15,40,1,cabsonecat,7699.18159915167,65.28168286413957,0.26666666666666666,0
SW-UCB,equal,15,40,1,cabsonecat,5493.890070978516,73.88949609047111,0.2,0
SW-UCB,equal,15,40,1,cabsonecat,6313.972962757073,63.35242139495066,0.2,0
SW-UCB,equal,15,40,1,cabsonecat,4869.899470689063,0.6716928848380219,0.3333333333333333,0
SW-UCB,equal,15,40,1,cabsonecat,9838.78819236754,30.21977497601892,0.13333333333333333,0
EEE,equal,15,20,2,randoms,202.26760702113398,0.8823003384190149,0.4,0
EEE,equal,15,20,2,randoms,750.6815540217139,149.46359886070977,0.8666666666666667,0
EEE,equal,15,20,2,randoms,433.62737048598814,258.3649370590996,1.0,1
EEE,equal,15,20,2,randoms,341.3719552408421,288.1021315899184,1.0,1
EEE,equal,15,20,2,randoms,682.1005423480825,147.68941049780685,0.8666666666666667,0
DQN,equal,15,20,0,cabsonecat,2893.3691839729427,86.26689359843056,0.06666666666666667,0
DQN,equal,15,20,0,cabsonecat,3792.8204085541356,26.727493978614756,0.06666666666666667,0
DQN,equal,15,20,0,cabsonecat,3531.4443185980645,228.18358009283392,0.4,0
DQN,equal,15,20,0,cabsonecat,3568.691030081831,106.53696660985499,0.06666666666666667,0
DQN,equal,15,20,0,cabsonecat,3995.776008977911,151.8346866068925,0.13333333333333333,0
DQN,equal,15,30,0,cabsonecat,5940.729094309268,184.95263711672925,0.06666666666666667,0
DQN,equal,15,30,0,cabsonecat,5704.622729989924,45.36789706108889,0.06666666666666667,0
DQN,equal,15,30,0,cabsonecat,6845.296331116479,97.07635392995336,0.06666666666666667,0
DQN,equal,15,30,0,cabsonecat,1754.666376769879,75.74322441435092,0.13333333333333333,0
DQN,equal,15,30,0,cabsonecat,7538.715168869651,54.74718839801972,0.06666666666666667,0
R-UCB,equal,5,40,2,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,2,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,2,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,2,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,2,selfplay,334.48587928484073,66.89717585696815,1.0,1
UCB,equal,15,20,2,banditsociety,1516.733369199271,77.77933322307464,0.06666666666666667,0
UCB,equal,15,20,2,banditsociety,927.1080108062234,0.0,0.13333333333333333,0
UCB,equal,15,20,2,banditsociety,1183.372258529408,90.32338390717634,0.4,0
UCB,equal,15,20,2,banditsociety,963.8714979617154,119.26088461316088,0.7333333333333333,0
UCB,equal,15,20,2,banditsociety,1559.512907002581,163.15447959902065,1.0,1
EXP4,equal,20,20,2,selfplay,1990.6764681319055,130.32993861160446,1.0,1
EXP4,equal,20,20,2,selfplay,1989.1458457314916,95.73684556176592,0.3,0
EXP4,equal,20,20,2,selfplay,2080.9786331294567,88.41501731737056,0.2,0
EXP4,equal,20,20,2,selfplay,1999.3035537425512,100.84282698927994,0.7,0
EXP4,equal,20,20,2,selfplay,2025.8774836348193,133.10136343367938,1.0,1
SW-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
SW-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
SW-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
SW-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
SW-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
AlegAATr,equal,15,10,1,mixture,1619.1153806437694,148.76494310210597,0.8666666666666667,0
AlegAATr,equal,15,10,1,mixture,1636.4275348036929,117.45028007155248,0.5333333333333333,0
AlegAATr,equal,15,10,1,mixture,1531.27306109631,134.34899509112347,0.8,0
AlegAATr,equal,15,10,1,mixture,1346.0169008608123,100.12301335120685,0.5333333333333333,0
AlegAATr,equal,15,10,1,mixture,1387.2204954385354,56.24573890714535,0.4,0
UCB,equal,15,30,2,banditsociety,1083.922338353149,197.48123432914664,0.9333333333333333,0
UCB,equal,15,30,2,banditsociety,588.6157136697492,2.220446049250313e-16,0.13333333333333333,0
UCB,equal,15,30,2,banditsociety,1621.4983070572157,125.25857227678921,0.6666666666666666,0
UCB,equal,15,30,2,banditsociety,1780.3852786944667,168.53414006723472,0.9333333333333333,0
UCB,equal,15,30,2,banditsociety,887.4574363072777,116.37411863650698,0.8,0
EXP4,equal,20,30,2,selfplay,1699.7004793549816,105.13261372954798,0.45,0
EXP4,equal,20,30,2,selfplay,2051.0025127336107,128.85713935276132,1.0,1
EXP4,equal,20,30,2,selfplay,2013.3612098855801,130.04823758745,0.95,0
EXP4,equal,20,30,2,selfplay,2094.07272382045,122.3909060386217,0.75,0
EXP4,equal,20,30,2,selfplay,1995.3399136369992,96.96987530199695,0.5,0
R-UCB,equal,5,40,1,cabsrandomparams,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,1,cabsrandomparams,280.80510341170736,71.81576258620674,0.8,0
R-UCB,equal,5,40,1,cabsrandomparams,279.26632832106634,71.87270499794823,1.0,1
R-UCB,equal,5,40,1,cabsrandomparams,285.2776157574355,71.0703587608827,0.8,0
R-UCB,equal,5,40,1,cabsrandomparams,289.4364254840237,78.17102467946386,1.0,1
UCB,equal,15,10,1,cabsrandomparams,1699.2425168785667,97.5115475044303,0.2,0
UCB,equal,15,10,1,cabsrandomparams,1558.7005584006151,93.89303589255076,0.26666666666666666,0
UCB,equal,15,10,1,cabsrandomparams,1630.0966513224575,113.54604992638775,0.6666666666666666,0
UCB,equal,15,10,1,cabsrandomparams,1741.5117045520553,103.43852273074114,0.3333333333333333,0
UCB,equal,15,10,1,cabsrandomparams,1717.6936879153402,138.75076175504117,1.0,1
EEE,equal,15,40,0,cabsrandomparams,2558.933805372328,136.77863550494058,0.6,0
